restaurant_name,price_level,restaurant_rating,cuisine,trip_advisor_url,address
591. Wendy's,,4.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46335-d4649422-Reviews-Wendy_s-Butler_Morris_County_New_Jersey.html,"1204 State Rt 23, Butler, NJ 07405"
592. Chili's,$$ - $$$,3.5,"Mexican, Southwestern",https://www.tripadvisor.com/Restaurant_Review-g46438-d4613336-Reviews-Chili_s-Flanders_Morris_County_New_Jersey.html,"53 International Dr S, Flanders, NJ 07836-4111"
593. Zuzanna's Gourmet,,4.5,,https://www.tripadvisor.com/Restaurant_Review-g46764-d5537306-Reviews-Zuzanna_s_Gourmet-Randolph_Morris_County_New_Jersey.html,"1152 State Route 10 Ste 4, Randolph, NJ 07869-1823"
594. Romanelli's Italian Eatery,$$ - $$$,3.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46588-d4416348-Reviews-Romanelli_s_Italian_Eatery-Madison_Morris_County_New_Jersey.html,"42 Lincoln Pl, Madison, NJ 07940-1925"
595. AJ's Pizza,$$ - $$$,4.0,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46748-d7805095-Reviews-AJ_s_Pizza-Pompton_Plains_Morris_County_New_Jersey.html,"615 State Route 23 South, Pompton Plains, NJ 07444"
596. SubUrban Bar & Kitchen,,4.5,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46764-d20099630-Reviews-SubUrban_Bar_Kitchen-Randolph_Morris_County_New_Jersey.html,"500 Route 10 West, Randolph, NJ 07869-2148"
597. Bluefin Sushi,$$ - $$$,3.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g46392-d7608825-Reviews-Bluefin_Sushi-Denville_Morris_County_New_Jersey.html,"490 E Main St, Denville, NJ 07834-2484"
598. Ihop,,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46349-d14495683-Reviews-Ihop-Cedar_Knolls_Morris_County_New_Jersey.html,"102 E Hanover Ave, Cedar Knolls, NJ 07927-2012"
599. Bangiola’s Deli,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46715-d10761769-Reviews-Bangiola_s_Deli-Parsippany_Morris_County_New_Jersey.html,"1195 Us-202, Parsippany, NJ 07950-3149"
600. J and M Grill,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46315-d4714045-Reviews-J_and_M_Grill-Boonton_Morris_County_New_Jersey.html,"266 Myrtle Ave, Boonton, NJ 07005-1765"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
601. Howard's Bagels & Gourmet Deli,,4.5,,https://www.tripadvisor.com/Restaurant_Review-g46547-d4915591-Reviews-Howard_s_Bagels_Gourmet_Deli-Lake_Hiawatha_Morris_County_New_Jersey.html,"82 N Beverwyck Rd, Lake Hiawatha, NJ 07034-2607"
602. Qdoba Mexican Grill,,4.0,"Mexican, Fast Food",https://www.tripadvisor.com/Restaurant_Review-g46783-d4942349-Reviews-Qdoba_Mexican_Grill-Rockaway_Morris_County_New_Jersey.html,"395 Mount Hope Ave, Rockaway, NJ 07866-1661"
603. So Gong Dong,$$ - $$$,4.0,"Asian, Korean",https://www.tripadvisor.com/Restaurant_Review-g46401-d8753633-Reviews-So_Gong_Dong-East_Hanover_Morris_County_New_Jersey.html,"240 State Route 10, East Hanover, NJ 07936-2614"
604. Montville Bagels and Deli,$,3.5,Fast Food,https://www.tripadvisor.com/Restaurant_Review-g46639-d5083284-Reviews-Montville_Bagels_and_Deli-Montville_Morris_County_New_Jersey.html,"191 Changebridge Rd, Montville, NJ 07045-8906"
605. Rivaaz,,4.0,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46727-d19409136-Reviews-Rivaaz-Pequannock_Morris_County_New_Jersey.html,"23 Nj-23, Pequannock, NJ 07440"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
606. Yasou Milos,$,4.0,"Mediterranean, Greek",https://www.tripadvisor.com/Restaurant_Review-g46392-d14044732-Reviews-Yasou_Milos-Denville_Morris_County_New_Jersey.html,"315 Rt 46 E, Denville, NJ 07834-2838"
607. The Daily Dish Deli,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46924-d5076911-Reviews-The_Daily_Dish_Deli-Wharton_Morris_County_New_Jersey.html,"915 Berkshire Valley Rd, Wharton, NJ 07885-1515"
608. Good Taste Chinese Restaurant,,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46352-d4953073-Reviews-Good_Taste_Chinese_Restaurant-Chatham_Morris_County_New_Jersey.html,"650 Shunpike Rd Ste I, Chatham, NJ 07928-1534"
609. First Watch,$$ - $$$,3.5,Cafe,https://www.tripadvisor.com/Restaurant_Review-g46644-d17602057-Reviews-First_Watch-Morris_Plains_Morris_County_New_Jersey.html,"1711 Route 10 East, Morris Plains, NJ 07950-2950"
610. La Costilla De Pedro,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46397-d4647422-Reviews-La_Costilla_De_Pedro-Dover_Morris_County_New_Jersey.html,"57 N Sussex St, Dover, NJ 07801-3950"
611. Florham Park Pizza & Restaurant,$,3.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46441-d3923477-Reviews-Florham_Park_Pizza_Restaurant-Florham_Park_Morris_County_New_Jersey.html,"187 Columbia Tpke Ste 10, Florham Park, NJ 07932"
612. The Waverly,,4.0,$,https://www.tripadvisor.com/Restaurant_Review-g46588-d8396274-Reviews-The_Waverly-Madison_Morris_County_New_Jersey.html,"14 Waverly Pl, Madison, NJ 07940-1807"
613. Oriental Express Chinese,,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46392-d4634757-Reviews-Oriental_Express_Chinese-Denville_Morris_County_New_Jersey.html,"29 Broadway, Denville, NJ 07834-2703"
614. Keo Ku Restaurant,$$ - $$$,4.0,"Barbecue, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d954234-Reviews-Keo_Ku_Restaurant-Parsippany_Morris_County_New_Jersey.html,"245 US Highway 46 East, Parsippany, NJ 07054"
615. Sukhadia’s Indian Grill,$$ - $$$,4.0,"Indian, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d8000742-Reviews-Sukhadia_s_Indian_Grill-Parsippany_Morris_County_New_Jersey.html,"61 New Rd, Parsippany, NJ 07054-4206"
616. Nathan's Famous,,4.0,Fast Food,https://www.tripadvisor.com/Restaurant_Review-g46783-d4718151-Reviews-Nathan_s_Famous-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave, Rockaway, NJ 07866-2130"
617. China King,$,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46540-d4542608-Reviews-China_King-Kenvil_Morris_County_New_Jersey.html,"760 US Highway 46, Kenvil, NJ 07847-2643"
618. Golden Burrito Mexican Spot,,4.5,$,https://www.tripadvisor.com/Restaurant_Review-g46438-d15166937-Reviews-Golden_Burrito_Mexican_Spot-Flanders_Morris_County_New_Jersey.html,"286 Route 206, Flanders, NJ 07836-9578"
619. Lotus Thai Cuisine,$$ - $$$,4.0,Thai,https://www.tripadvisor.com/Restaurant_Review-g46764-d12995936-Reviews-Lotus_Thai_Cuisine-Randolph_Morris_County_New_Jersey.html,"540 Route 10 West, Randolph, NJ 07869-2026"
620. Italian Table Trattoria / Pizza,$$ - $$$,4.0,"Pizza, Seafood",https://www.tripadvisor.com/Restaurant_Review-g46778-d12333719-Reviews-Italian_Table_Trattoria_Pizza-Riverdale_Morris_County_New_Jersey.html,"92 Route 23 North, Riverdale, NJ 07457"
621. Six West Bar and Grill,$$ - $$$,4.0,Spanish,https://www.tripadvisor.com/Restaurant_Review-g46397-d12116466-Reviews-Six_West_Bar_and_Grill-Dover_Morris_County_New_Jersey.html,"6 W Blackwell St, Dover, NJ 07801-3917"
622. Tierra's Y Sabores,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46397-d4932584-Reviews-Tierra_s_Y_Sabores-Dover_Morris_County_New_Jersey.html,"39 W Blackwell St, Dover, NJ 07801-3828"
623. Anthony Franco's Ristorante & Pizzeria,,4.5,,https://www.tripadvisor.com/Restaurant_Review-g46793-d20961266-Reviews-Anthony_Franco_s_Ristorante_Pizzeria-Roxbury_Morris_County_New_Jersey.html,"274 Rt. 10 W, Roxbury, NJ 07836"
624. Real Thai Halal,,4.0,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46547-d13476207-Reviews-Real_Thai_Halal-Lake_Hiawatha_Morris_County_New_Jersey.html,"33 N Beverwyck Rd, Lake Hiawatha, NJ 07034-2605"
625. Ridgedale Diner Restaurant,$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g46401-d5099289-Reviews-Ridgedale_Diner_Restaurant-East_Hanover_Morris_County_New_Jersey.html,"474 Ridgedale Ave, East Hanover, NJ 07936-3064"
626. Mirchi,$$ - $$$,3.5,"Indian, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d8631316-Reviews-Mirchi-Parsippany_Morris_County_New_Jersey.html,"252 US Highway 46, Parsippany, NJ 07054-2313"
627. Yangtze Kitchen,$$ - $$$,3.5,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46663-d4922585-Reviews-Yangtze_Kitchen-Netcong_Morris_County_New_Jersey.html,"69 Main St, Netcong, NJ 07857-1104"
628. Hot Bagels and Deli,,4.0,$,https://www.tripadvisor.com/Restaurant_Review-g46315-d4988374-Reviews-Hot_Bagels_and_Deli-Boonton_Morris_County_New_Jersey.html,"308 Wootton St # 4, Boonton, NJ 07005-1945"
629. Pascarella Brothers Sandwich Shoppe,,4.0,Deli,https://www.tripadvisor.com/Restaurant_Review-g60906-d10082981-Reviews-Pascarella_Brothers_Sandwich_Shoppe-Morristown_Morris_County_New_Jersey.html,"61 South St, Morristown, NJ 07960-4138"
630. The Grilled Cheese Factory,$,3.5,American,https://www.tripadvisor.com/Restaurant_Review-g60906-d2453676-Reviews-The_Grilled_Cheese_Factory-Morristown_Morris_County_New_Jersey.html,"28 Morris St, Morristown, NJ 07960-9385"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
631. Pakwaan,$$ - $$$,3.5,Indian,https://www.tripadvisor.com/Restaurant_Review-g46715-d2231904-Reviews-Pakwaan-Parsippany_Morris_County_New_Jersey.html,"794 US Highway 46 Inside Arlington Plaza, Parsippany, NJ 07054-2224"
632. Alonso's Steakhouse,,4.5,"South American, Colombian",https://www.tripadvisor.com/Restaurant_Review-g46397-d13802044-Reviews-Alonso_s_Steakhouse-Dover_Morris_County_New_Jersey.html,"330 S Salem St, Dover, NJ 07801-5628"
633. Nagano Japanese Restaurant,$$ - $$$,3.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g60906-d459463-Reviews-Nagano_Japanese_Restaurant-Morristown_Morris_County_New_Jersey.html,"23 Washington St, Morristown, NJ 07960-3933"
634. Nature's EnerQi,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46392-d4280522-Reviews-Nature_s_EnerQi-Denville_Morris_County_New_Jersey.html,"21 Bloomfield Ave, Denville, NJ 07834-2870"
635. Joe And Anthony's Pizza,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46438-d19269919-Reviews-Joe_And_Anthony_s_Pizza-Flanders_Morris_County_New_Jersey.html,"30 International Dr S, Flanders, NJ 07836-4107"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
636. Hunan Wok,$,3.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46349-d4973678-Reviews-Hunan_Wok-Cedar_Knolls_Morris_County_New_Jersey.html,"86 Ridgedale Ave, Cedar Knolls, NJ 07927-1600"
637. China House,$$ - $$$,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46438-d4539815-Reviews-China_House-Flanders_Morris_County_New_Jersey.html,"286 US Highway 206 Unit 107B, Flanders, NJ 07836-9578"
638. Long John's Sandwich Shop,,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g60906-d3398545-Reviews-Long_John_s_Sandwich_Shop-Morristown_Morris_County_New_Jersey.html,"140B Morris St, Morristown, NJ 07960-4213"
639. Fu Feng Yuan,$,3.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46624-d4432598-Reviews-Fu_Feng_Yuan-Millington_Morris_County_New_Jersey.html,"1911 Long Hill Rd, Millington, NJ 07946-1348"
640. Gelato Envy,$,5.0,"Italian, French",https://www.tripadvisor.com/Restaurant_Review-g46783-d19272455-Reviews-Gelato_Envy-Rockaway_Morris_County_New_Jersey.html,"350 RT46 Boro Plaza, Rockaway, NJ 07866-3827"
641. White Castle,$,3.5,Fast Food,https://www.tripadvisor.com/Restaurant_Review-g46563-d2519528-Reviews-White_Castle-Ledgewood_Morris_County_New_Jersey.html,"1113 US Highway 46, Ledgewood, NJ 07852-9704"
642. Wendy's,,4.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46733-d4831936-Reviews-Wendy_s-Pine_Brook_Montville_Morris_County_New_Jersey.html,"23 US Highway 46, Pine Brook, Montville, NJ 07058"
643. Delicious and Best D & B Chinese Foof To Take Out,,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46547-d4544635-Reviews-Delicious_and_Best_D_B_Chinese_Foof_To_Take_Out-Lake_Hiawatha_Morris_County_New_Je.html,"498 N Beverwyck Rd, Lake Hiawatha, NJ 07034-2511"
644. Monster Sushi,$$ - $$$,5.0,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g60906-d18896087-Reviews-Monster_Sushi-Morristown_Morris_County_New_Jersey.html,"5 Pine st Morristown nj, Morristown, NJ 07960-4131"
645. Mountain Lakes Bagel and Deli,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46653-d5096014-Reviews-Mountain_Lakes_Bagel_and_Deli-Mountain_Lakes_Morris_County_New_Jersey.html,"350 US Highway 46, Mountain Lakes, NJ 07046-1717"
646. Pearl Banquet & Restaurant,$,4.5,"Indian, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d12388333-Reviews-Pearl_Banquet_Restaurant-Parsippany_Morris_County_New_Jersey.html,"269 Littleton Rd, Parsippany, NJ 07054-1868"
647. Mo'Pweeze Bakery,,4.0,Cafe,https://www.tripadvisor.com/Restaurant_Review-g46392-d12532376-Reviews-Mo_Pweeze_Bakery-Denville_Morris_County_New_Jersey.html,"32 Broadway, Denville, NJ 07834-2858"
648. KFC,,4.0,"American, Fast Food",https://www.tripadvisor.com/Restaurant_Review-g46748-d7346951-Reviews-KFC-Pompton_Plains_Morris_County_New_Jersey.html,"130 State Rt 23, Pompton Plains, NJ 07444"
649. Domino's Pizza,$,5.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46401-d4278653-Reviews-Domino_s_Pizza-East_Hanover_Morris_County_New_Jersey.html,"325 State Route 10, East Hanover, NJ 07936-2615"
650. Nori Sushi,,4.0,Sushi,https://www.tripadvisor.com/Restaurant_Review-g46397-d5052822-Reviews-Nori_Sushi-Dover_Morris_County_New_Jersey.html,"301 Mount Hope Ave, Dover, NJ 07801-1806"
651. Buffalo Wild Wings,$$ - $$$,3.5,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46715-d6211473-Reviews-Buffalo_Wild_Wings-Parsippany_Morris_County_New_Jersey.html,"1540 US Highway 46, Parsippany, NJ 07054-2909"
652. Sal's Pizza and Restaurant,$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46552-d4941868-Reviews-Sal_s_Pizza_and_Restaurant-Landing_Morris_County_New_Jersey.html,"175 Lakeside Blvd Ste 7, Landing, NJ 07850-1109"
653. Chipotle Mexican Grill,,4.5,$,https://www.tripadvisor.com/Restaurant_Review-g46644-d16825659-Reviews-Chipotle_Mexican_Grill-Morris_Plains_Morris_County_New_Jersey.html,"1711 State Route 10, Morris Plains, NJ 07950"
654. Fito's,,3.5,"Latin, Central American",https://www.tripadvisor.com/Restaurant_Review-g46352-d6408137-Reviews-Fito_s-Chatham_Morris_County_New_Jersey.html,"641 Shunpike Rd, Chatham, NJ 07928-1567"
655. Dantes of Denville,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46392-d15165534-Reviews-Dantes_of_Denville-Denville_Morris_County_New_Jersey.html,"29 Broadway, Denville, NJ 07834-2703"
656. Hwang Bu Ja Restaurant,$$ - $$$,3.5,"Asian, Korean",https://www.tripadvisor.com/Restaurant_Review-g46715-d4632872-Reviews-Hwang_Bu_Ja_Restaurant-Parsippany_Morris_County_New_Jersey.html,"65 New Rd, Parsippany, NJ 07054-4206"
657. Taqueria Pancho Villa,$,4.0,Mexican,https://www.tripadvisor.com/Restaurant_Review-g46397-d4639321-Reviews-Taqueria_Pancho_Villa-Dover_Morris_County_New_Jersey.html,"7 N Essex St, Dover, NJ 07801-3945"
658. i2i Italian Indian Fusion,$$ - $$$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46315-d12812045-Reviews-I2i_Italian_Indian_Fusion-Boonton_Morris_County_New_Jersey.html,"408 Main St, Boonton, NJ 07005-1767"
659. Mimi's Too Bagels & Deli,,5.0,Deli,https://www.tripadvisor.com/Restaurant_Review-g46925-d17713508-Reviews-Mimi_s_Too_Bagels_Deli-Whippany_Morris_County_New_Jersey.html,"27 Reynolds Ave, Whippany, NJ 07981-1210"
660. Greenlife Market,$$ - $$$,4.0,Healthy,https://www.tripadvisor.com/Restaurant_Review-g46335-d10622340-Reviews-Greenlife_Market-Butler_Morris_County_New_Jersey.html,"1388 State Rt 23, Butler, NJ 07405-1728"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
661. Rinconcito Peruano,,4.0,"Peruvian, South American",https://www.tripadvisor.com/Restaurant_Review-g46924-d9603067-Reviews-Rinconcito_Peruano-Wharton_Morris_County_New_Jersey.html,"17 N Main St, Wharton, NJ 07885-2219"
662. Casella's Pizza and Deli,$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46854-d4647150-Reviews-Casella_s_Pizza_and_Deli-Succasunna_Morris_County_New_Jersey.html,"139 State Route 10 E, Succasunna, NJ 07876-1440"
663. Sona 13,$$ - $$$,3.5,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d1494041-Reviews-Sona_13-Morristown_Morris_County_New_Jersey.html,"13 South St Ste 2, Morristown, NJ 07960-9390"
664. Honest Restaurant,,4.0,Indian,https://www.tripadvisor.com/Restaurant_Review-g46715-d15309482-Reviews-Honest_Restaurant-Parsippany_Morris_County_New_Jersey.html,"794 RT 46 West, Parsippany, NJ 07054-3401"
665. J. Emanuel Chocolatier,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46355-d15861865-Reviews-J_Emanuel_Chocolatier-Chester_Morris_County_New_Jersey.html,"461 Main St., Chester, NJ 07930"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
666. Kyoto Steak & Sushi,$$ - $$$,3.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g46441-d945577-Reviews-Kyoto_Steak_Sushi-Florham_Park_Morris_County_New_Jersey.html,"176 Columbia Turnpike Florham Park Plaza, Florham Park, NJ 07932-1366"
667. Portuguese BBQ Family Restaurant,$,3.5,"Barbecue, European",https://www.tripadvisor.com/Restaurant_Review-g60906-d4701938-Reviews-Portuguese_BBQ_Family_Restaurant-Morristown_Morris_County_New_Jersey.html,"75 Spring St, Morristown, NJ 07960-9488"
668. Phil's Pizzeria and Italian,,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46583-d5100023-Reviews-Phil_s_Pizzeria_and_Italian-Long_Valley_Morris_County_New_Jersey.html,"67 E Mill Rd, Long Valley, NJ 07853-3180"
669. Bagel City Grille,,5.0,"Fast Food, Deli",https://www.tripadvisor.com/Restaurant_Review-g46644-d15020065-Reviews-Bagel_City_Grille-Morris_Plains_Morris_County_New_Jersey.html,"998 Tabor Rd, Morris Plains, NJ 07950-2701"
670. Denville Dog & Grill,,5.0,American,https://www.tripadvisor.com/Restaurant_Review-g46392-d15861303-Reviews-Denville_Dog_Grill-Denville_Morris_County_New_Jersey.html,"99 Bloomfield Ave, Denville, NJ 07834"
671. Sally Lunn's,,3.5,British,https://www.tripadvisor.com/Restaurant_Review-g46355-d3813392-Reviews-Sally_Lunn_s-Chester_Morris_County_New_Jersey.html,"9 Roosevelt Ave, Chester, NJ 07928-2571"
672. The Country Store,$,4.0,Deli,https://www.tripadvisor.com/Restaurant_Review-g60906-d8603281-Reviews-The_Country_Store-Morristown_Morris_County_New_Jersey.html,"1098 Mount Kemble Ave, Morristown, NJ 07960-8010"
673. McDonald's,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46715-d4251478-Reviews-McDonald_s-Parsippany_Morris_County_New_Jersey.html,"1155 Rt 46 E Troy Hills Shopping Center, Parsippany, NJ 07054"
674. Chipotle Mexican Grill,$,3.5,"Mexican, Fast Food",https://www.tripadvisor.com/Restaurant_Review-g46783-d4635064-Reviews-Chipotle_Mexican_Grill-Rockaway_Morris_County_New_Jersey.html,"301 Mt Hope Ave Ste 2067A, Rockaway, NJ 07866"
675. Trackside Bar & Grill,$$ - $$$,4.0,"Bar, Italian",https://www.tripadvisor.com/Restaurant_Review-g46335-d3245149-Reviews-Trackside_Bar_Grill-Butler_Morris_County_New_Jersey.html,"227 Main St, Butler, NJ 07405-1009"
676. Wendy's,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46563-d4628701-Reviews-Wendy_s-Ledgewood_Morris_County_New_Jersey.html,"301 State Route 10, Ledgewood, NJ 07852"
677. Hibachi Buffet,,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46397-d7389993-Reviews-Hibachi_Buffet-Dover_Morris_County_New_Jersey.html,"80 E McFarlan St, Dover, NJ 07801-3521"
678. Taco Bell,,3.5,Mexican,https://www.tripadvisor.com/Restaurant_Review-g46854-d4796661-Reviews-Taco_Bell-Succasunna_Morris_County_New_Jersey.html,"268 State Route 10 W, Succasunna, NJ 07876"
679. East Hanover Deli,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46401-d4717036-Reviews-East_Hanover_Deli-East_Hanover_Morris_County_New_Jersey.html,"389 Ridgedale Ave Ste 2, East Hanover, NJ 07936-1456"
680. Anna Marie's,,5.0,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46924-d5045620-Reviews-Anna_Marie_s-Wharton_Morris_County_New_Jersey.html,"321 Route 15 North, Wharton, NJ 07885"
681. Playa Bowls,,5.0,"Fast Food, Healthy",https://www.tripadvisor.com/Restaurant_Review-g60906-d13738082-Reviews-Playa_Bowls-Morristown_Morris_County_New_Jersey.html,"44 Speedwell Ave, Morristown, NJ 07960-6830"
682. Outback Steakhouse,$$ - $$$,3.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g46563-d3802936-Reviews-Outback_Steakhouse-Ledgewood_Morris_County_New_Jersey.html,"1070 US Highway 46, Ledgewood, NJ 07852"
683. Baker's Perfection,,3.5,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46783-d5540312-Reviews-Baker_s_Perfection-Rockaway_Morris_County_New_Jersey.html,"198 Green Pond Rd Ste 5, Rockaway, NJ 07866-1219"
684. Azteca Restaurant,,4.5,Mexican,https://www.tripadvisor.com/Restaurant_Review-g46397-d4623480-Reviews-Azteca_Restaurant-Dover_Morris_County_New_Jersey.html,"17 E Blackwell St Ste 1, Dover, NJ 07801-3961"
685. Pho Binh Duong,,4.5,Vietnamese,https://www.tripadvisor.com/Restaurant_Review-g46715-d20022507-Reviews-Pho_Binh_Duong-Parsippany_Morris_County_New_Jersey.html,"744 Route 46 West, Parsippany, NJ 07054-3401"
686. Dunkin',,4.0,"American, Cafe",https://www.tripadvisor.com/Restaurant_Review-g46392-d12869213-Reviews-Dunkin-Denville_Morris_County_New_Jersey.html,"559 Nj-53 Store #1 Food Town Center, Denville, NJ 07834"
687. Golden Bowl II,$$ - $$$,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46332-d8794954-Reviews-Golden_Bowl_II-Budd_Lake_Morris_County_New_Jersey.html,"100 US Highway 46 Village Green Shopping Center, Budd Lake, NJ 07828-1706"
688. Easst Cafe,,4.5,"Chinese, Japanese",https://www.tripadvisor.com/Restaurant_Review-g46783-d1318645-Reviews-Easst_Cafe-Rockaway_Morris_County_New_Jersey.html,"343 Mount Hope Ave, Rockaway, NJ 07866-1644"
689. The Habit Burger Grill,,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g46441-d16020144-Reviews-The_Habit_Burger_Grill-Florham_Park_Morris_County_New_Jersey.html,"185 Ridgedale Ave, Florham Park, NJ 07932-1706"
690. Gene's II Deli,,4.5,Deli,https://www.tripadvisor.com/Restaurant_Review-g46644-d8523313-Reviews-Gene_s_II_Deli-Morris_Plains_Morris_County_New_Jersey.html,"163 Speedwell Ave, Morris Plains, NJ 07950-2304"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
691. Tequilas 55 Restaurant - Bar,,5.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46397-d4648892-Reviews-Tequilas_55_Restaurant_Bar-Dover_Morris_County_New_Jersey.html,"55 E Blackwell St, Dover, NJ 07801-4037"
692. Mirch Masala,$,3.5,Indian,https://www.tripadvisor.com/Restaurant_Review-g46715-d5113639-Reviews-Mirch_Masala-Parsippany_Morris_County_New_Jersey.html,"1521 US Highway 46, Parsippany, NJ 07054-2911"
693. The Corner Pub Restaurant,$$ - $$$,3.5,"Bar, Pub",https://www.tripadvisor.com/Restaurant_Review-g46438-d3293932-Reviews-The_Corner_Pub_Restaurant-Flanders_Morris_County_New_Jersey.html,"240 US Highway 206, Flanders, NJ 07836-9244"
694. Empire Steak,,3.5,$,https://www.tripadvisor.com/Restaurant_Review-g46335-d12210015-Reviews-Empire_Steak-Butler_Morris_County_New_Jersey.html,"1342 Rte 23N, Butler, NJ 07405-1738"
695. Carvel,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46588-d6637297-Reviews-Carvel-Madison_Morris_County_New_Jersey.html,"51 Main St, Madison, NJ 07940-1830"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
